id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000131759.16	19.14	5.46	10.67	16.32	22.08	11.61	7.23	8.93	14.06	13.43	22.51
ENSG00000131773.12	2.57	2.77	2.18	181.79	2.59	10.87	6.93	12.48	36.56	6.67	35.45
ENSG00000131778.16	13.35	6.69	25.36	15.74	23.92	7.72	30.24	13.80	16.23	16.19	4.43
ENSG00000131779.9	22.01	10.33	15.07	19.01	13.03	7.26	27.17	17.17	12.58	20.08	10.00
ENSG00000131781.11	0.72	1.61	0.16	0.16	0.40	0.13	1.42	0.23	0.20	0.09	0.23
ENSG00000131788.14	52.44	19.61	23.67	28.99	29.86	18.45	56.67	48.63	36.39	50.24	34.99
ENSG00000131791.7	4.57	2.81	4.65	4.76	5.80	3.54	2.79	6.22	1.74	1.08	4.09
ENSG00000131797.11	13.05	11.26	7.16	2.67	5.79	0.16	9.34	6.30	4.20	3.30	6.39
ENSG00000131828.12	166.94	139.97	267.61	170.12	123.95	50.18	176.42	139.13	201.12	190.26	154.25
ENSG00000131844.14	32.37	29.17	35.29	17.78	35.65	17.10	27.61	23.60	36.42	16.12	5.46
ENSG00000131845.13	2.98	3.17	4.72	4.26	8.01	3.37	3.63	2.89	2.98	1.45	1.22
ENSG00000131848.8	4.87	3.16	8.71	5.31	6.79	9.65	3.04	8.40	4.54	5.37	4.90
ENSG00000131849.10	0.33	1.21	0.46	2.60	2.26	0.89	0.30	1.31	1.18	0.33	1.62
ENSG00000131871.13	51.38	41.53	49.09	72.78	46.34	29.61	51.30	61.14	53.65	48.19	44.73
ENSG00000131873.5	8.00	4.46	38.42	44.16	17.47	18.23	9.26	14.24	19.56	7.64	16.42
ENSG00000131876.15	59.30	29.05	64.44	96.16	58.24	26.88	63.12	51.33	122.76	113.92	61.31
ENSG00000131885.15	0.48	3.93	0.00	0.30	0.00	0.00	1.55	1.65	0.00	1.73	0.00
ENSG00000131899.9	20.93	45.70	28.35	12.44	10.60	31.74	18.03	33.80	20.81	32.68	12.15
ENSG00000131931.7	2.81	4.52	5.45	4.38	6.20	3.88	8.21	4.90	4.42	8.01	7.14
ENSG00000131941.6	7.72	3.17	14.26	15.57	13.83	8.28	4.28	12.38	10.52	6.57	4.80
ENSG00000131943.16	6.05	9.28	16.25	9.84	15.63	29.15	12.99	15.48	12.27	19.24	44.60
ENSG00000131944.8	9.39	5.76	9.80	12.09	7.41	8.15	7.97	4.97	4.90	3.04	3.58
ENSG00000131966.12	25.72	25.66	18.46	52.81	46.37	17.59	24.55	29.50	30.15	31.72	17.85
ENSG00000131979.17	4.75	1.44	1.22	1.41	4.03	0.47	3.91	4.71	10.25	6.63	0.07
ENSG00000131981.14	129.87	248.27	8.15	1.49	30.84	59.37	165.03	421.78	74.31	251.17	498.92
ENSG00000132000.10	1.52	5.25	0.31	4.97	1.34	0.67	0.99	2.90	0.54	1.17	2.39
ENSG00000132002.6	98.81	140.30	82.34	132.38	57.46	71.55	64.52	82.97	87.29	151.52	76.57
ENSG00000132003.8	1.01	2.45	3.30	0.67	1.28	6.38	2.40	8.37	2.13	3.51	12.28
ENSG00000132004.11	21.54	10.63	14.32	6.16	7.49	14.58	19.24	17.66	13.50	23.14	16.46
ENSG00000132005.7	7.60	5.36	4.99	5.36	2.17	7.50	7.38	6.09	7.35	7.47	25.72
ENSG00000132010.14	0.00	0.00	0.23	1.98	1.72	0.83	0.72	0.00	0.55	0.00	1.90
ENSG00000132016.10	2.37	0.96	3.96	4.88	0.40	1.54	0.39	0.96	0.35	0.56	6.33
ENSG00000132017.9	42.81	30.31	42.04	36.03	38.76	51.92	37.92	28.74	69.45	40.50	55.96
ENSG00000132024.16	29.57	24.48	20.75	34.14	17.10	34.77	26.33	21.55	20.07	34.03	58.88
ENSG00000132026.12	0.06	0.00	0.36	0.13	0.09	0.09	0.59	2.82	1.10	0.00	3.05
ENSG00000132031.11	8.56	0.71	0.73	0.06	1.86	0.99	3.53	3.52	4.66	1.94	1.90
ENSG00000132109.9	6.90	4.30	2.41	4.93	4.01	3.33	8.02	12.98	5.93	4.36	3.81
ENSG00000132122.10	3.20	1.39	0.83	2.88	2.39	0.22	1.11	3.18	0.12	0.22	4.26
ENSG00000132128.15	45.09	46.27	44.34	25.54	17.41	33.19	53.87	61.43	21.22	51.41	132.51
ENSG00000132141.12	1.82	1.09	3.06	0.18	1.14	0.53	0.67	0.30	0.96	0.00	0.13
ENSG00000132153.13	54.59	27.95	59.58	32.14	44.28	76.23	50.97	45.94	89.31	56.84	62.05
ENSG00000132155.10	37.80	36.99	69.82	51.46	83.57	48.65	37.96	47.55	57.72	28.06	7.65
ENSG00000132164.8	4.36	13.73	0.00	0.25	0.39	0.24	0.03	13.38	0.05	0.23	0.26
ENSG00000132170.18	37.05	0.20	10.34	11.83	0.45	4.60	5.07	15.68	20.34	5.49	28.64
ENSG00000132182.10	0.31	0.71	8.01	24.73	24.55	0.02	1.99	2.84	29.09	0.85	0.74
ENSG00000132196.12	24.83	16.32	5.89	8.89	5.78	5.40	14.71	2.51	10.25	25.34	9.68
ENSG00000132199.17	36.27	14.45	7.93	13.32	23.60	2.32	14.02	22.64	12.79	5.38	97.54
ENSG00000132204.12	0.00	6.61	0.00	0.07	0.12	1.19	0.00	0.00	0.13	0.00	0.00
ENSG00000132205.9	0.00	0.00	0.04	0.03	9.44	10.76	0.05	0.00	4.33	0.00	0.17
ENSG00000132207.16	30.68	37.24	70.79	21.18	14.89	41.02	43.86	87.90	39.64	25.54	64.15
ENSG00000132254.11	81.84	53.95	32.09	0.00	31.11	42.09	66.18	52.07	33.84	51.65	50.40
ENSG00000132256.17	11.26	11.09	3.07	6.24	4.83	8.88	5.84	8.04	5.31	8.47	3.13
ENSG00000132259.11	0.17	0.33	0.00	0.23	0.00	0.00	0.04	0.00	0.00	0.00	3.51
ENSG00000132274.14	29.95	70.55	1.57	10.95	12.63	3.86	13.56	36.10	3.76	4.87	0.16
ENSG00000132275.9	14.81	6.91	11.98	5.98	6.53	9.40	20.79	16.38	8.92	16.37	6.83
ENSG00000132286.10	20.82	17.32	13.41	0.03	16.22	20.61	17.04	23.94	12.37	10.27	18.49
ENSG00000132294.12	13.08	15.87	13.09	38.05	8.35	13.84	15.76	10.39	13.02	2.63	22.66
ENSG00000132297.10	0.48	1.58	0.07	4.61	4.24	4.31	5.05	3.77	0.85	0.77	0.76
ENSG00000132300.17	30.92	20.90	28.90	53.24	38.34	21.08	29.05	11.02	69.53	57.83	34.24
ENSG00000132305.19	43.41	38.83	39.86	118.99	55.47	46.71	52.59	40.80	80.70	48.56	45.29
ENSG00000132313.13	37.83	19.41	26.13	42.58	37.55	22.69	34.74	32.87	54.76	8.99	9.49
ENSG00000132321.15	1.46	0.00	0.00	5.77	4.10	0.02	0.00	0.00	0.00	0.00	0.18
ENSG00000132323.7	25.21	15.94	30.47	24.51	32.69	29.72	25.69	21.81	22.43	23.07	39.76
ENSG00000132326.10	2.20	3.17	2.41	3.41	5.83	3.59	3.03	2.39	0.42	2.88	1.17
ENSG00000132329.9	1.50	0.31	0.00	24.01	5.05	0.88	2.14	0.50	25.46	23.15	0.70
ENSG00000132330.15	18.93	5.86	20.46	15.05	31.86	25.26	15.50	9.56	27.31	20.78	33.09
ENSG00000132334.15	17.25	7.01	4.91	8.48	2.81	0.96	23.04	24.07	4.43	23.10	5.12
ENSG00000132341.10	677.17	725.56	936.58	720.95	906.89	748.77	1063.74	925.98	1213.34	764.09	545.37
ENSG00000132356.10	22.47	16.48	21.65	20.05	27.39	25.44	16.89	10.00	27.34	16.41	13.28
ENSG00000132357.12	1.51	2.13	0.00	0.14	1.01	0.18	4.18	6.50	2.29	2.09	0.00
ENSG00000132359.12	8.55	8.70	6.10	10.11	9.67	18.47	11.68	21.42	9.63	16.04	15.01
ENSG00000132361.15	108.59	74.61	145.42	30.30	41.10	110.36	94.73	65.31	59.60	180.55	116.27
ENSG00000132376.18	13.95	24.64	18.64	10.60	8.34	37.94	22.85	16.08	24.85	31.05	47.07
ENSG00000132382.13	65.62	28.22	128.08	36.12	46.68	137.21	73.62	49.51	85.81	116.96	123.57
ENSG00000132383.10	58.35	41.12	123.22	139.02	80.53	86.04	50.81	33.86	120.42	91.54	37.39
ENSG00000132386.9	13.71	25.73	5.81	2.82	1.09	4.33	1.76	0.00	8.38	2.56	1.02
ENSG00000132388.11	15.77	22.24	48.75	35.22	20.27	17.27	17.36	15.85	19.31	5.44	13.78
ENSG00000132394.9	16.36	10.29	17.94	9.49	5.82	17.15	15.64	12.76	9.49	40.06	20.69
ENSG00000132405.17	27.65	41.52	20.83	6.41	13.05	12.68	53.85	32.64	21.90	35.51	33.96
ENSG00000132406.10	14.42	11.65	13.20	4.93	10.56	4.29	14.77	13.58	11.35	3.58	7.19
ENSG00000132423.9	4.82	5.06	9.87	8.63	6.03	5.25	8.42	8.82	6.32	1.58	0.35
ENSG00000132424.13	13.83	29.80	34.66	77.43	39.65	17.31	25.87	16.13	28.65	11.26	17.11
ENSG00000132429.8	3.25	3.79	9.37	0.00	14.56	1.65	11.80	23.75	10.28	1.87	7.02
ENSG00000132432.12	157.28	65.76	109.09	131.05	184.72	112.38	144.11	137.78	132.43	50.35	21.08
ENSG00000132434.8	17.49	5.69	15.12	12.59	19.53	32.69	15.34	14.67	23.10	23.77	19.07
ENSG00000132436.10	5.15	1.37	9.53	15.79	10.09	9.19	9.29	4.15	8.91	3.54	1.75
ENSG00000132446.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.93
ENSG00000132463.12	45.52	30.72	53.96	41.59	62.21	25.26	52.36	39.49	42.86	24.13	18.64
ENSG00000132466.16	17.60	14.27	17.81	26.99	29.68	17.60	19.39	12.56	16.29	12.05	15.38
ENSG00000132467.3	23.22	13.42	17.12	16.41	31.64	23.23	22.91	19.18	25.66	22.18	52.70
ENSG00000132470.12	877.66	537.95	0.32	2.27	2.43	0.79	682.13	228.71	9.84	785.62	0.62
ENSG00000132471.10	62.99	111.71	24.57	61.50	53.68	37.81	52.90	74.98	79.29	76.94	131.83
ENSG00000132475.7	730.26	520.07	327.84	716.44	784.38	645.67	750.67	968.69	761.86	1517.82	1463.31
ENSG00000132478.8	8.17	8.41	9.16	19.26	22.56	13.02	10.98	17.53	30.90	13.82	23.27
ENSG00000132481.5	43.46	5.42	6.39	34.38	16.27	14.05	32.07	57.64	20.37	43.13	66.00
ENSG00000132485.11	18.99	19.21	59.84	20.87	59.40	20.56	22.80	22.87	25.68	14.65	12.71
ENSG00000132507.16	860.45	449.54	1278.69	737.16	537.11	939.63	963.26	978.42	1078.95	1780.49	587.90
ENSG00000132510.9	2.57	3.65	3.46	5.51	5.99	3.69	1.88	1.90	0.60	4.81	18.55
ENSG00000132522.14	66.72	37.38	89.04	55.05	35.33	119.09	49.50	89.72	101.88	75.84	96.92
ENSG00000132530.15	0.00	0.90	5.11	0.56	6.64	0.92	0.00	0.00	0.00	0.00	1.97
ENSG00000132535.17	2.46	0.28	17.67	2.65	7.73	12.85	2.53	4.47	14.81	0.19	28.33
ENSG00000132541.9	18.04	7.67	19.03	12.89	21.94	12.25	12.39	4.84	16.27	9.27	5.99
ENSG00000132549.17	3.11	2.94	2.96	6.32	7.15	6.65	3.35	1.96	2.79	2.91	3.84
ENSG00000132561.12	1.09	3.50	23.73	15.89	2.73	3.22	0.88	0.44	8.10	0.00	0.78
ENSG00000132563.14	5.58	6.24	11.81	5.29	4.80	8.22	2.16	2.30	13.28	0.00	17.26
ENSG00000132570.13	5.03	7.56	3.61	8.34	10.13	5.32	5.73	2.08	11.90	1.37	4.07
ENSG00000132581.8	41.77	37.76	35.15	33.43	62.34	30.99	35.87	48.13	65.37	67.22	25.27
ENSG00000132589.14	62.10	59.38	40.96	41.45	54.70	45.80	107.28	59.22	55.14	108.84	22.76
ENSG00000132591.10	60.31	37.82	38.57	30.58	50.65	34.99	50.67	60.05	84.24	65.27	49.10
ENSG00000132600.15	37.91	36.08	39.80	34.43	41.73	30.32	34.19	21.60	51.77	30.58	73.67
ENSG00000132603.12	35.33	16.23	63.77	26.94	52.83	35.89	42.71	49.38	81.84	43.93	40.30
ENSG00000132604.9	22.23	9.00	23.29	16.07	18.56	10.90	17.39	12.23	27.79	14.13	13.80
ENSG00000132612.15	29.38	21.09	35.59	25.89	32.27	31.08	31.50	30.05	48.23	31.41	63.28
ENSG00000132613.13	40.75	58.25	29.82	30.09	68.86	26.95	31.39	19.26	43.50	34.55	51.93
ENSG00000132622.9	0.33	0.12	0.75	0.35	0.43	3.44	0.17	0.15	1.23	0.33	0.21
ENSG00000132623.14	12.03	7.25	2.73	1.47	5.13	1.60	4.40	4.35	3.12	1.59	0.88
ENSG00000132635.15	30.39	31.80	33.51	7.05	24.35	16.12	18.60	29.67	17.94	6.11	37.32
ENSG00000132639.11	0.13	0.00	5.07	1.60	0.60	1.17	0.00	0.09	0.00	0.00	0.00
ENSG00000132640.13	15.76	16.04	21.27	18.63	12.74	7.17	11.11	5.06	11.30	7.05	9.22
ENSG00000132646.9	360.46	101.70	325.23	193.14	242.40	197.81	219.50	117.31	187.15	104.87	36.92
ENSG00000132661.3	35.60	19.08	78.11	18.85	32.74	32.36	47.53	29.70	32.38	72.36	53.04
ENSG00000132664.10	8.32	6.81	15.00	7.22	18.73	7.91	8.00	5.96	7.41	8.27	5.15
ENSG00000132669.11	17.96	29.63	21.44	11.70	22.13	22.73	31.46	14.82	13.02	43.28	12.72
ENSG00000132670.19	34.93	35.48	34.83	34.42	47.54	24.34	43.82	24.13	26.21	21.59	17.06
ENSG00000132676.14	72.21	57.35	117.71	91.70	129.17	53.43	116.53	90.06	91.22	191.93	66.87
ENSG00000132680.9	27.41	35.59	28.95	31.59	41.84	25.29	34.17	17.58	31.82	17.34	40.60
ENSG00000132688.10	0.09	0.00	0.03	0.02	0.09	0.05	0.01	0.13	4.41	0.14	0.04
ENSG00000132694.17	11.20	6.70	10.54	6.94	14.10	8.69	14.71	11.38	14.74	12.29	27.63
ENSG00000132698.12	80.37	158.41	0.16	0.00	0.29	0.04	0.31	51.89	0.53	32.17	0.00
